Ship Update,Lerper Ship Update,Orbit update,Ship Draw,Lerper Ship Draw,Orbit Draw
9.5728e-005,6.53752e-006,0,0.00313007,0.000279712,3.87582e-005
2.7551e-005,3.73573e-006,0,0.00209528,0.000274109,3.59564e-005
1.58768e-005,2.33483e-006,0,0.00196639,0.000268505,3.22206e-005
1.58768e-005,2.33483e-006,0,0.00190148,0.000251228,2.98858e-005
0.000647214,2.33483e-006,0,0.00195659,0.000267571,3.17537e-005
1.58768e-005,2.33483e-006,0,0.00191082,0.000252161,3.03528e-005
1.58768e-005,2.33483e-006,0,0.00194351,0.000268038,3.26876e-005
1.91456e-005,2.33483e-006,0,0.00198367,0.000285316,3.17537e-005
1.3542e-005,2.33483e-006,0,0.00189775,0.000251694,3.08197e-005
1.49429e-005,2.33483e-006,4.66966e-007,0.00187066,0.000250294,3.03528e-005
1.49429e-005,2.33483e-006,0,0.00186086,0.000242355,2.98858e-005
1.49429e-005,2.33483e-006,4.66966e-007,0.00188047,0.000249827,3.08197e-005
1.49429e-005,2.33483e-006,4.66966e-007,0.0018772,0.000242822,2.98858e-005
1.44759e-005,2.33483e-006,0,0.00195378,0.000265237,3.22206e-005
1.63438e-005,2.33483e-006,0,0.00185712,0.000251228,3.08197e-005
1.49429e-005,2.33483e-006,0,0.00186086,0.000251694,3.03528e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00211395,0.000289986,3.40885e-005
1.54099e-005,2.33483e-006,0,0.00186506,0.000263369,2.98858e-005
1.4009e-005,2.33483e-006,4.66966e-007,0.00185292,0.000251228,3.03528e-005
1.4009e-005,2.33483e-006,4.66966e-007,0.00196546,0.000341352,5.08993e-005
1.49429e-005,2.33483e-006,4.66966e-007,0.00191783,0.000255897,3.03528e-005
1.58768e-005,2.80179e-006,0,0.00203737,0.00028625,3.50224e-005
1.58768e-005,2.80179e-006,4.66966e-007,0.00185432,0.000254029,2.98858e-005
1.4009e-005,2.33483e-006,4.66966e-007,0.00180249,0.000242822,2.98858e-005
1.54099e-005,2.33483e-006,0,0.00181416,0.000242822,3.03528e-005
1.44759e-005,1.86786e-006,0,0.00226338,0.000370771,3.96921e-005
1.49429e-005,2.33483e-006,0,0.00200655,0.000267104,3.31546e-005
1.58768e-005,2.33483e-006,0,0.0018716,0.000243756,3.03528e-005
1.77447e-005,2.33483e-006,0,0.00197947,0.000271307,3.36215e-005
1.82117e-005,2.33483e-006,0,0.00213263,0.00029092,4.52957e-005
1.3075e-005,2.33483e-006,0,0.00189074,0.000259633,3.08197e-005
1.58768e-005,2.33483e-006,0,0.00188374,0.000248426,3.08197e-005
1.54099e-005,2.33483e-006,0,0.00188934,0.000247959,3.08197e-005
1.91456e-005,2.33483e-006,4.66966e-007,0.00198367,0.00028158,3.26876e-005
1.54099e-005,2.33483e-006,0,0.0019267,0.000242355,2.98858e-005
1.44759e-005,2.33483e-006,0,0.00194725,0.000263836,3.26876e-005
1.3542e-005,2.33483e-006,0,0.00187253,0.000252161,2.98858e-005
1.44759e-005,2.33483e-006,0,0.00185339,0.000248893,3.03528e-005
1.54099e-005,1.86786e-006,0,0.00180109,0.000241421,2.98858e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00205138,0.000268972,3.31546e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00181743,0.000241421,2.98858e-005
1.54099e-005,2.33483e-006,4.66966e-007,0.00179642,0.000250761,2.94188e-005
1.63438e-005,2.80179e-006,4.66966e-007,0.00204438,0.00026617,3.40885e-005
1.49429e-005,2.33483e-006,9.33931e-007,0.00202336,0.000268972,3.31546e-005
1.44759e-005,2.33483e-006,0,0.00199534,0.00026617,3.26876e-005
1.49429e-005,2.33483e-006,4.66966e-007,0.00190429,0.000263369,3.26876e-005
1.58768e-005,2.80179e-006,0,0.00186459,0.000241888,2.94188e-005
1.58768e-005,2.33483e-006,0,0.00185479,0.000301193,3.87582e-005
1.3542e-005,2.33483e-006,0,0.00191783,0.000252161,3.08197e-005
1.49429e-005,2.80179e-006,4.66966e-007,0.00198414,0.00030166,4.20269e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.00195565,0.000248893,3.03528e-005
1.49429e-005,2.33483e-006,4.66966e-007,0.0018674,0.000242822,2.94188e-005
1.4009e-005,2.33483e-006,4.66966e-007,0.00183798,0.000240954,2.98858e-005
1.54099e-005,2.33483e-006,4.66966e-007,0.00200702,0.000268038,3.22206e-005
1.58768e-005,2.33483e-006,0,0.0019818,0.000265237,3.22206e-005
1.49429e-005,2.33483e-006,0,0.00181603,0.000241421,2.94188e-005
1.44759e-005,2.33483e-006,0,0.00185852,0.000247025,3.03528e-005
1.72777e-005,2.80179e-006,0,0.0019211,0.000248893,3.03528e-005
1.63438e-005,2.33483e-006,0,0.00193277,0.000249827,3.08197e-005
1.44759e-005,2.33483e-006,0,0.00198134,0.000266637,3.22206e-005
1.44759e-005,2.33483e-006,0,0.00193184,0.000250761,3.03528e-005
1.63438e-005,2.33483e-006,0,0.00183377,0.000241888,2.94188e-005
1.54099e-005,2.33483e-006,4.66966e-007,0.00179221,0.000240954,3.82912e-005
1.58768e-005,2.33483e-006,0,0.00192577,0.000242355,2.94188e-005
1.54099e-005,2.33483e-006,4.66966e-007,0.00199254,0.000266637,3.22206e-005
1.49429e-005,2.33483e-006,0,0.00180856,0.000241421,2.94188e-005
1.49429e-005,2.33483e-006,4.66966e-007,0.00183658,0.000241888,2.94188e-005
1.49429e-005,2.33483e-006,4.66966e-007,0.00193184,0.00024936,3.03528e-005
1.58768e-005,2.33483e-006,0,0.0018814,0.000249827,3.03528e-005
1.68108e-005,2.80179e-006,0,0.0020313,0.000273642,3.40885e-005
6.35073e-005,2.80179e-006,4.66966e-007,0.00198647,0.000265237,3.17537e-005
1.58768e-005,2.33483e-006,0,0.00186693,0.00024936,2.98858e-005
1.68108e-005,2.33483e-006,0,0.00183237,0.000249827,3.03528e-005
1.54099e-005,2.33483e-006,0,0.00188281,0.000308664,3.22206e-005
1.54099e-005,2.33483e-006,4.66966e-007,0.00194258,0.000259633,2.98858e-005
1.68108e-005,2.33483e-006,0,0.00195845,0.000240487,2.94188e-005
1.58768e-005,1.02732e-005,0,0.00204531,0.000267104,3.26876e-005
1.63438e-005,1.86786e-006,0,0.00185525,0.000241421,2.94188e-005
1.58768e-005,2.33483e-006,0,0.00187907,0.00024936,3.03528e-005
1.63438e-005,2.33483e-006,0,0.00186459,0.000248893,2.98858e-005
1.54099e-005,1.86786e-006,0,0.00191409,0.000241888,2.89519e-005
1.68108e-005,2.33483e-006,0,0.00190942,0.000288585,3.03528e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.0018151,0.000241421,2.94188e-005
1.44759e-005,2.33483e-006,0,0.00194491,0.000267571,3.17537e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.00192577,0.000241421,2.89519e-005
1.54099e-005,2.33483e-006,4.66966e-007,0.00192483,0.000254029,2.94188e-005
1.58768e-005,2.33483e-006,0,0.00186973,0.000241888,2.94188e-005
1.49429e-005,2.33483e-006,4.66966e-007,0.00185525,0.000240954,2.94188e-005
1.63438e-005,2.80179e-006,0,0.00184218,0.000241421,2.94188e-005
1.63438e-005,2.33483e-006,0,0.00181183,0.000241421,2.94188e-005
1.54099e-005,2.33483e-006,0,0.00183284,0.000241888,2.94188e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00189822,0.000241421,2.94188e-005
1.49429e-005,2.33483e-006,0,0.00188514,0.000247492,2.98858e-005
1.72777e-005,2.33483e-006,0,0.0018249,0.000242355,2.94188e-005
1.54099e-005,2.33483e-006,0,0.00200515,0.000265237,3.22206e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.00180576,0.000240487,2.94188e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00183377,0.000241421,2.94188e-005
1.58768e-005,2.80179e-006,0,0.00193417,0.000242355,2.94188e-005
0.000839137,2.80179e-006,0,0.00198367,0.00026617,3.22206e-005
1.54099e-005,2.33483e-006,4.66966e-007,0.00185712,0.000241421,2.89519e-005
1.68108e-005,2.33483e-006,0,0.00188047,0.000267571,2.98858e-005
1.63438e-005,2.33483e-006,0,0.00196966,0.000241421,2.89519e-005
1.58768e-005,2.33483e-006,0,0.00186973,0.000242355,2.89519e-005
1.63438e-005,2.33483e-006,0,0.00187627,0.00024936,3.03528e-005
1.68108e-005,2.33483e-006,0,0.00197526,0.000250294,3.03528e-005
1.63438e-005,2.33483e-006,0,0.00193557,0.000259633,3.08197e-005
1.63438e-005,2.33483e-006,0,0.00189822,0.000248893,3.03528e-005
1.54099e-005,2.33483e-006,0,0.00190102,0.000314268,4.90314e-005
1.58768e-005,2.33483e-006,0,0.00182257,0.000241421,2.89519e-005
1.58768e-005,2.80179e-006,4.66966e-007,0.00200328,0.000265237,3.31546e-005
1.63438e-005,2.33483e-006,0,0.00184872,0.000251228,2.89519e-005
1.77447e-005,2.33483e-006,0,0.0020355,0.000254029,2.98858e-005
1.68108e-005,1.86786e-006,0,0.0020878,0.000266637,3.22206e-005
1.68108e-005,2.33483e-006,0,0.00186786,0.000240954,2.94188e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.00209668,0.00026477,3.08197e-005
1.58768e-005,2.33483e-006,0,0.00186413,0.000238152,2.80179e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00188421,0.000239086,2.80179e-005
0.000189588,2.80179e-006,4.66966e-007,0.00222649,0.000268505,3.31546e-005
1.49429e-005,2.33483e-006,0,0.00181043,0.000238619,2.80179e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.0018674,0.000246558,2.89519e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00182023,0.000238152,2.80179e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00187393,0.000244223,3.64233e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.00186133,0.000238619,2.80179e-005
1.72777e-005,2.33483e-006,0,0.0018716,0.000237686,2.80179e-005
1.77447e-005,2.33483e-006,0,0.00182817,0.000239086,2.84849e-005
1.58768e-005,2.33483e-006,0,0.00181977,0.000248426,2.80179e-005
1.63438e-005,2.33483e-006,0,0.00185385,0.000239086,2.80179e-005
1.77447e-005,2.33483e-006,0,0.00185572,0.000238619,2.84849e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00188888,0.00024002,2.80179e-005
0.00072333,2.33483e-006,0,0.00187066,0.000246091,2.89519e-005
1.72777e-005,2.33483e-006,0,0.00181229,0.000238619,2.80179e-005
1.63438e-005,2.33483e-006,0,0.00188094,0.000239086,2.84849e-005
1.68108e-005,2.33483e-006,0,0.00191923,0.000245157,2.89519e-005
1.58768e-005,2.33483e-006,0,0.00193604,0.00024936,2.80179e-005
1.54099e-005,2.33483e-006,0,0.00188094,0.000238619,2.84849e-005
1.54099e-005,2.33483e-006,0,0.00188514,0.000239553,2.84849e-005
1.68108e-005,2.33483e-006,0,0.00187066,0.000246558,2.89519e-005
1.63438e-005,2.33483e-006,0,0.00186599,0.000239086,2.84849e-005
1.68108e-005,2.33483e-006,0,0.0018744,0.000246091,2.89519e-005
1.72777e-005,2.33483e-006,0,0.0018716,0.000245624,2.89519e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.00189915,0.000245624,2.89519e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.00181183,0.000237686,2.84849e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00192577,0.000273642,3.08197e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00200889,0.000263836,3.08197e-005
1.72777e-005,2.33483e-006,0,0.00188467,0.000239086,2.80179e-005
1.58768e-005,2.33483e-006,0,0.0018688,0.000245157,2.94188e-005
1.63438e-005,2.33483e-006,0,0.00186226,0.00024936,2.84849e-005
1.49429e-005,2.33483e-006,4.66966e-007,0.00198554,0.000262435,3.12867e-005
1.77447e-005,2.33483e-006,0,0.00180716,0.000239086,2.80179e-005
1.68108e-005,2.33483e-006,0,0.00181323,0.000238619,2.80179e-005
1.63438e-005,2.33483e-006,0,0.00186973,0.000245157,2.94188e-005
1.63438e-005,2.33483e-006,0,0.00187674,0.000237686,2.80179e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00185152,0.000238619,2.80179e-005
1.72777e-005,2.33483e-006,0,0.0018744,0.000238152,2.84849e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00187347,0.000245624,2.84849e-005
1.68108e-005,2.33483e-006,0,0.00187207,0.000238152,2.84849e-005
1.77447e-005,2.33483e-006,0,0.0018786,0.000246091,2.89519e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.00189588,0.000245624,2.89519e-005
1.77447e-005,2.33483e-006,0,0.00194631,0.00027551,3.12867e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00186366,0.000237686,3.68903e-005
1.63438e-005,2.80179e-006,0,0.00200001,0.000261968,3.03528e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00180903,0.000248426,2.80179e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.00199675,0.000262435,3.12867e-005
1.77447e-005,2.80179e-006,0,0.00190429,0.000247025,2.89519e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.0019337,0.000246091,2.89519e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00189728,0.000238152,2.80179e-005
1.72777e-005,2.33483e-006,0,0.00188421,0.000238152,2.80179e-005
0.000470701,2.33483e-006,0,0.00199441,0.000262902,3.12867e-005
1.82117e-005,2.33483e-006,0,0.00198974,0.000239553,3.92251e-005
1.63438e-005,2.33483e-006,0,0.00188561,0.000238152,2.80179e-005
1.72777e-005,2.33483e-006,0,0.00188327,0.000248426,2.80179e-005
1.82117e-005,2.33483e-006,0,0.001972,0.000238619,3.92251e-005
1.82117e-005,2.80179e-006,0,0.00194258,0.000299792,3.12867e-005
1.68108e-005,2.33483e-006,0,0.00200795,0.000263836,3.45555e-005
1.91456e-005,2.33483e-006,0,0.00198741,0.000263836,3.08197e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.00198974,0.000245157,2.89519e-005
1.72777e-005,2.33483e-006,0,0.00200142,0.000261968,3.08197e-005
2.00795e-005,2.80179e-006,0,0.00206259,0.000275043,3.45555e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.00200468,0.000265237,3.08197e-005
1.82117e-005,2.33483e-006,4.66966e-007,0.00200749,0.000263836,3.08197e-005
1.72777e-005,2.33483e-006,0,0.00186179,0.000246091,2.89519e-005
1.68108e-005,2.33483e-006,0,0.00190055,0.000245157,2.89519e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00188748,0.000239086,2.80179e-005
1.72777e-005,2.33483e-006,0,0.00196779,0.000293721,3.12867e-005
1.58768e-005,2.33483e-006,0,0.00189448,0.000247492,2.84849e-005
1.58768e-005,2.33483e-006,0,0.00193791,0.000253562,2.98858e-005
1.82117e-005,2.33483e-006,4.66966e-007,0.00187627,0.000245624,2.89519e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.00186179,0.000245624,2.89519e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.00190008,0.000259633,2.94188e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00193044,0.000245624,2.89519e-005
1.72777e-005,2.80179e-006,0,0.00189775,0.000245624,2.84849e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00186133,0.000245624,2.89519e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00198694,0.000264303,3.12867e-005
1.68108e-005,2.33483e-006,0,0.0019804,0.000239553,2.7551e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.00185245,0.000237686,2.80179e-005
1.82117e-005,2.33483e-006,0,0.00186506,0.000247025,2.89519e-005
1.77447e-005,2.80179e-006,4.66966e-007,0.00197947,0.000239086,2.80179e-005
1.72777e-005,2.33483e-006,0,0.00188701,0.000237686,2.84849e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.00186179,0.000244223,2.89519e-005
1.68108e-005,2.33483e-006,0,0.00199208,0.000251694,2.80179e-005
1.77447e-005,2.33483e-006,0,0.00185852,0.000247492,2.89519e-005
1.72777e-005,2.33483e-006,0,0.00191129,0.000247025,2.84849e-005
1.68108e-005,2.33483e-006,0,0.00199534,0.000263836,3.08197e-005
1.77447e-005,1.86786e-006,0,0.00186506,0.000245157,2.84849e-005
1.77447e-005,2.80179e-006,4.66966e-007,0.00194865,0.000246091,2.84849e-005
1.72777e-005,2.33483e-006,0,0.0018814,0.000253095,2.80179e-005
1.82117e-005,2.80179e-006,4.66966e-007,0.00198601,0.000239553,2.80179e-005
1.63438e-005,2.33483e-006,0,0.00192016,0.000247025,2.89519e-005
1.82117e-005,2.80179e-006,0,0.00185899,0.000246558,2.89519e-005
1.72777e-005,2.33483e-006,0,0.00200982,0.000267104,3.08197e-005
2.33483e-005,2.80179e-006,4.66966e-007,0.00215084,0.000289052,3.08197e-005
1.82117e-005,2.33483e-006,0,0.0021401,0.000306329,2.89519e-005
2.61501e-005,2.80179e-006,0,0.00214898,0.00028625,3.12867e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.00214711,0.000285316,3.08197e-005
1.77447e-005,2.33483e-006,0,0.00214384,0.000285316,3.59564e-005
3.08197e-005,2.33483e-006,4.66966e-007,0.00211769,0.000273175,3.31546e-005
1.96126e-005,2.80179e-006,0,0.00213263,0.000291387,3.36215e-005
2.7084e-005,2.80179e-006,4.66966e-007,0.00212376,0.000282981,3.40885e-005
1.96126e-005,2.33483e-006,0,0.00195052,0.000255897,3.08197e-005
2.6617e-005,2.80179e-006,0,0.00192763,0.000259166,3.12867e-005
4.38948e-005,9.80628e-006,0,0.00224751,0.000279712,3.45555e-005
1.16741e-005,1.86786e-006,0,0.00205932,0.000309598,3.22206e-005
1.3075e-005,2.33483e-006,0,0.00207006,0.000305863,4.15599e-005
1.26081e-005,2.33483e-006,0,0.00218447,0.000280179,4.20269e-005
1.21411e-005,1.86786e-006,0,0.00216859,0.000278312,3.40885e-005
1.16741e-005,1.86786e-006,0,0.00214851,0.000278779,3.40885e-005
1.21411e-005,2.33483e-006,4.66966e-007,0.00212049,0.000262435,3.17537e-005
1.58768e-005,2.33483e-006,0,0.00221715,0.000266637,3.17537e-005
1.4009e-005,2.33483e-006,0,0.00199628,0.000364233,4.71635e-005
