Ship Update,Lerper Ship Update,Orbit update,Ship Draw,Lerper Ship Draw,Orbit Draw
1.44759e-005,1.86786e-006,0,0.00195192,0.000304462,4.34278e-005
1.44759e-005,2.33483e-006,0,0.00190429,0.000250761,2.98858e-005
1.72777e-005,2.33483e-006,0,0.00195332,0.000311933,4.62296e-005
1.49429e-005,2.33483e-006,0,0.00184031,0.000243289,2.89519e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.00205605,0.000269906,3.17537e-005
1.68108e-005,2.33483e-006,0,0.00180856,0.000244223,2.89519e-005
1.54099e-005,2.33483e-006,0,0.00188748,0.000251228,3.03528e-005
1.68108e-005,2.33483e-006,0,0.00185759,0.000250761,3.03528e-005
1.63438e-005,1.86786e-006,0,0.00188981,0.000246091,2.94188e-005
1.58768e-005,2.33483e-006,0,0.00188794,0.000243756,2.89519e-005
1.54099e-005,2.33483e-006,0,0.00180389,0.000244223,2.94188e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00189635,0.000252161,2.98858e-005
1.58768e-005,2.33483e-006,0,0.00191222,0.000253095,2.98858e-005
1.63438e-005,2.80179e-006,4.66966e-007,0.00184218,0.000243756,2.89519e-005
1.63438e-005,2.33483e-006,0,0.00187954,0.000243289,2.89519e-005
1.68108e-005,2.33483e-006,0,0.00182724,0.000244223,2.94188e-005
1.72777e-005,1.86786e-006,0,0.00185992,0.000243289,2.89519e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00186133,0.000245157,2.89519e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.00183097,0.000243289,2.94188e-005
1.72777e-005,2.33483e-006,0,0.00180669,0.000243756,2.89519e-005
1.72777e-005,2.33483e-006,0,0.00187674,0.000250761,2.98858e-005
1.49429e-005,2.33483e-006,0,0.0019239,0.00024469,2.84849e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.00205045,0.000268038,2.94188e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00191876,0.000246558,2.89519e-005
1.54099e-005,2.33483e-006,0,0.00187253,0.000243289,2.89519e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00188701,0.000246091,2.89519e-005
1.68108e-005,2.33483e-006,0,0.00188187,0.000244223,2.84849e-005
1.58768e-005,2.80179e-006,0,0.00188794,0.000251228,2.94188e-005
1.58768e-005,1.86786e-006,0,0.00186926,0.000252161,2.98858e-005
1.58768e-005,2.33483e-006,0,0.00183938,0.000243756,2.89519e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.00181369,0.000243756,2.89519e-005
1.58768e-005,2.33483e-006,0,0.00181043,0.000244223,2.89519e-005
1.58768e-005,2.33483e-006,0,0.00186366,0.000245157,2.89519e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.00186926,0.000289519,5.5102e-005
1.68108e-005,2.33483e-006,0,0.00182957,0.00024469,2.89519e-005
1.49429e-005,2.33483e-006,0,0.00185339,0.000244223,2.89519e-005
1.68108e-005,2.33483e-006,0,0.00180856,0.000243756,2.94188e-005
1.58768e-005,2.33483e-006,0,0.00183331,0.000245157,2.94188e-005
1.54099e-005,2.33483e-006,0,0.00188654,0.000251228,3.03528e-005
1.72777e-005,2.33483e-006,0,0.00180716,0.000243289,2.89519e-005
1.72777e-005,2.33483e-006,0,0.00198367,0.000268972,3.26876e-005
1.68108e-005,2.33483e-006,0,0.00186086,0.000254496,2.89519e-005
1.68108e-005,2.33483e-006,0,0.00193697,0.000257298,2.98858e-005
1.63438e-005,1.86786e-006,0,0.00191409,0.000304462,3.96921e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00189308,0.000252628,2.98858e-005
2.38152e-005,2.33483e-006,4.66966e-007,0.00184125,0.000243756,2.89519e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00185806,0.000243756,2.94188e-005
1.68108e-005,2.33483e-006,0,0.00182817,0.000243756,2.89519e-005
1.68108e-005,2.33483e-006,0,0.00180576,0.000243289,2.89519e-005
1.63438e-005,2.33483e-006,0,0.0018758,0.000250761,3.03528e-005
1.63438e-005,2.80179e-006,0,0.00180762,0.000244223,2.94188e-005
1.72777e-005,2.33483e-006,0,0.00188561,0.000244223,2.94188e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00199721,0.000269439,3.22206e-005
1.77447e-005,2.80179e-006,4.66966e-007,0.00184358,0.000242822,2.94188e-005
1.54099e-005,1.86786e-006,0,0.00190008,0.000251694,3.03528e-005
1.63438e-005,2.33483e-006,0,0.00185105,0.000242355,2.94188e-005
1.63438e-005,2.33483e-006,0,0.0018291,0.000242355,2.89519e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00188187,0.000247959,2.98858e-005
1.77447e-005,2.33483e-006,0,0.00186459,0.000240954,2.94188e-005
1.72777e-005,2.33483e-006,0,0.00190569,0.000243756,2.94188e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.00186599,0.000248426,2.98858e-005
1.72777e-005,2.33483e-006,0,0.00186973,0.000248893,3.03528e-005
1.77447e-005,2.80179e-006,0,0.00191363,0.000241888,2.94188e-005
1.82117e-005,2.33483e-006,0,0.00186833,0.00024936,2.98858e-005
1.63438e-005,2.33483e-006,0,0.00188748,0.00024936,3.78242e-005
1.68108e-005,2.33483e-006,0,0.00186693,0.00024002,2.89519e-005
1.68108e-005,2.33483e-006,0,0.00188094,0.000248426,3.03528e-005
1.72777e-005,2.33483e-006,0,0.00189495,0.000249827,3.73573e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00208594,0.000279712,3.22206e-005
1.54099e-005,2.33483e-006,0,0.00198554,0.000273642,2.89519e-005
1.58768e-005,2.33483e-006,0,0.00188,0.000241421,2.89519e-005
1.77447e-005,2.33483e-006,0,0.00191923,0.000250294,3.08197e-005
2.42822e-005,1.86786e-006,0,0.00186273,0.00024936,2.98858e-005
1.72777e-005,2.80179e-006,4.66966e-007,0.00185852,0.000241421,2.89519e-005
1.58768e-005,2.33483e-006,0,0.0018702,0.000250761,2.94188e-005
1.68108e-005,2.33483e-006,0,0.00186599,0.000248426,2.94188e-005
1.82117e-005,2.33483e-006,0,0.00197853,0.000315669,2.94188e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00188654,0.000248426,2.94188e-005
1.58768e-005,2.33483e-006,0,0.0018744,0.000240487,2.89519e-005
1.82117e-005,1.86786e-006,0,0.00185852,0.000241421,2.89519e-005
1.63438e-005,2.80179e-006,0,0.00195985,0.000250294,5.65028e-005
1.77447e-005,2.33483e-006,0,0.00186646,0.000240954,2.89519e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00191129,0.000257765,2.94188e-005
1.72777e-005,2.33483e-006,0,0.00199581,0.000265237,3.17537e-005
1.68108e-005,2.33483e-006,0,0.00186646,0.000250294,2.89519e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.00187066,0.00025543,2.94188e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00187066,0.000257765,2.89519e-005
1.63438e-005,2.33483e-006,0,0.00186413,0.000249827,2.94188e-005
1.72777e-005,2.33483e-006,0,0.00186646,0.000241888,2.94188e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00184078,0.000241888,2.89519e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00198601,0.000241421,2.89519e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.0018758,0.000241888,2.89519e-005
1.77447e-005,2.33483e-006,0,0.00188841,0.000248426,2.98858e-005
1.68108e-005,2.33483e-006,0,0.00186133,0.000256364,2.94188e-005
1.77447e-005,2.33483e-006,0,0.0018688,0.000248893,2.98858e-005
1.68108e-005,2.33483e-006,0,0.00198227,0.000249827,3.03528e-005
1.68108e-005,2.80179e-006,0,0.00186366,0.000254029,2.89519e-005
0.000360031,2.33483e-006,0,0.00198601,0.000266637,3.17537e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.0018744,0.000248893,2.98858e-005
1.77447e-005,2.33483e-006,0,0.00198694,0.000240487,2.94188e-005
1.68108e-005,2.80179e-006,4.66966e-007,0.00195519,0.000248426,3.03528e-005
1.68108e-005,2.80179e-006,4.66966e-007,0.00220128,0.000268505,3.22206e-005
1.68108e-005,2.33483e-006,0,0.00197807,0.000263369,3.22206e-005
1.77447e-005,2.33483e-006,0,0.00186133,0.000248426,2.98858e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.00199348,0.000267104,3.17537e-005
1.68108e-005,2.33483e-006,0,0.00198367,0.00024936,2.98858e-005
1.72777e-005,1.86786e-006,0,0.00187767,0.000248426,3.03528e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00186319,0.000248893,2.98858e-005
1.72777e-005,2.33483e-006,0,0.00186693,0.000247959,2.98858e-005
1.68108e-005,2.33483e-006,0,0.00200235,0.000276911,3.22206e-005
1.77447e-005,2.33483e-006,0,0.00195799,0.000260567,3.92251e-005
1.63438e-005,2.33483e-006,0,0.00198834,0.000265703,3.22206e-005
1.58768e-005,1.86786e-006,0,0.00186226,0.000257298,2.94188e-005
1.68108e-005,2.33483e-006,0,0.00187487,0.000241421,2.94188e-005
1.77447e-005,2.33483e-006,0,0.00190008,0.000247959,2.98858e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00187533,0.000248426,3.03528e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00195285,0.000242355,2.89519e-005
1.49429e-005,2.33483e-006,4.66966e-007,0.00194865,0.00026617,3.31546e-005
1.82117e-005,2.33483e-006,0,0.00186599,0.000241888,2.89519e-005
1.86786e-005,2.33483e-006,0,0.00192577,0.000250294,3.92251e-005
1.77447e-005,1.86786e-006,0,0.00189775,0.000240954,2.89519e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00199861,0.000278779,3.22206e-005
1.68108e-005,2.33483e-006,0,0.00201869,0.000268505,3.22206e-005
1.72777e-005,2.33483e-006,0,0.00182537,0.000241888,2.98858e-005
1.68108e-005,2.33483e-006,0,0.00188561,0.000248893,3.03528e-005
1.68108e-005,2.80179e-006,0,0.00200608,0.000265703,3.22206e-005
1.77447e-005,2.33483e-006,0,0.00195892,0.00025543,3.22206e-005
0.00071259,2.80179e-006,4.66966e-007,0.00205512,0.000266637,3.22206e-005
1.77447e-005,2.80179e-006,0,0.00220921,0.000270373,3.40885e-005
1.44759e-005,2.33483e-006,0,0.00186553,0.000248426,2.98858e-005
1.72777e-005,2.33483e-006,0,0.00189541,0.000248426,3.03528e-005
1.77447e-005,2.33483e-006,0,0.00185199,0.000240954,2.94188e-005
1.58768e-005,2.33483e-006,0,0.00189355,0.000241888,2.94188e-005
1.77447e-005,2.80179e-006,4.66966e-007,0.00216859,0.000271774,3.26876e-005
1.63438e-005,2.33483e-006,0,0.0019734,0.000265237,3.22206e-005
1.82117e-005,2.80179e-006,0,0.00201542,0.000282047,3.26876e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00193184,0.000249827,3.03528e-005
1.77447e-005,2.33483e-006,0,0.00186226,0.000240954,2.89519e-005
1.77447e-005,2.33483e-006,0,0.00194304,0.000254963,2.94188e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00194678,0.000249827,2.98858e-005
1.68108e-005,2.33483e-006,0,0.00194398,0.000262902,3.08197e-005
2.61501e-005,2.80179e-006,4.66966e-007,0.00200515,0.000267571,3.08197e-005
1.72777e-005,1.86786e-006,4.66966e-007,0.00200795,0.000265237,3.08197e-005
1.63438e-005,2.33483e-006,0,0.00200375,0.000261501,3.08197e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00189962,0.000245624,2.89519e-005
1.82117e-005,2.33483e-006,0,0.00190102,0.000238152,2.80179e-005
1.72777e-005,2.33483e-006,0,0.00200562,0.000238619,2.94188e-005
1.63438e-005,2.33483e-006,0,0.00199768,0.000262902,3.12867e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00186926,0.000251228,2.80179e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.00188654,0.000239086,2.80179e-005
1.82117e-005,2.33483e-006,0,0.00198741,0.000264303,3.08197e-005
1.72777e-005,2.33483e-006,0,0.00194024,0.000247492,2.94188e-005
1.68108e-005,2.33483e-006,0,0.00196452,0.000244223,3.03528e-005
1.63438e-005,2.33483e-006,0,0.00187066,0.000245624,2.94188e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.00201402,0.000263369,3.26876e-005
1.77447e-005,2.33483e-006,0,0.00200702,0.000238152,2.80179e-005
1.58768e-005,2.33483e-006,4.66966e-007,0.0019267,0.000249827,2.84849e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00199908,0.000264303,3.12867e-005
1.63438e-005,2.33483e-006,0,0.00189308,0.00025543,2.94188e-005
1.72777e-005,2.33483e-006,0,0.00188187,0.000246091,2.89519e-005
1.77447e-005,2.80179e-006,0,0.00196779,0.000246558,2.94188e-005
1.58768e-005,1.86786e-006,0,0.00189868,0.000245157,2.94188e-005
1.63438e-005,2.33483e-006,0,0.00200001,0.000272708,3.12867e-005
1.68108e-005,2.33483e-006,0,0.00217139,0.000267104,3.17537e-005
1.72777e-005,2.80179e-006,0,0.0019295,0.000246558,2.89519e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00200562,0.000262902,3.08197e-005
1.63438e-005,2.80179e-006,0,0.00188187,0.000250294,2.84849e-005
1.54099e-005,2.33483e-006,4.66966e-007,0.00187767,0.000246091,2.89519e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.00188281,0.000245157,2.94188e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.0019832,0.000267571,2.94188e-005
1.72777e-005,2.33483e-006,0,0.00188561,0.000237686,2.89519e-005
1.82117e-005,2.33483e-006,0,0.00193464,0.000247492,2.89519e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00198274,0.000262435,3.08197e-005
1.77447e-005,2.80179e-006,0,0.00190569,0.000246091,3.73573e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00188981,0.000245157,3.87582e-005
1.77447e-005,2.33483e-006,0,0.00202803,0.000268038,3.12867e-005
1.49429e-005,2.33483e-006,0,0.00201075,0.000261501,3.08197e-005
1.72777e-005,2.33483e-006,0,0.00190942,0.000256831,2.94188e-005
1.77447e-005,2.33483e-006,0,0.00187253,0.000245624,2.94188e-005
1.82117e-005,2.33483e-006,0,0.00189635,0.000238152,2.84849e-005
0.000967553,2.33483e-006,0,0.002078,0.000263369,3.12867e-005
1.58768e-005,2.80179e-006,0,0.00200889,0.000237219,2.84849e-005
1.68108e-005,2.33483e-006,0,0.00193464,0.000258232,2.94188e-005
1.68108e-005,2.33483e-006,0,0.00187207,0.000261501,2.98858e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00189355,0.000239086,2.84849e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00196499,0.000246558,2.94188e-005
1.68108e-005,2.33483e-006,0,0.00200702,0.00026477,2.94188e-005
1.68108e-005,2.33483e-006,0,0.00193697,0.000246558,3.03528e-005
2.14804e-005,2.33483e-006,4.66966e-007,0.0021924,0.000267571,3.31546e-005
1.54099e-005,2.33483e-006,0,0.00189168,0.000248426,2.84849e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00185899,0.000238152,2.84849e-005
1.82117e-005,2.33483e-006,0,0.00208594,0.000279245,3.12867e-005
1.63438e-005,2.80179e-006,0,0.0020355,0.00026477,3.08197e-005
1.68108e-005,2.33483e-006,0,0.00188187,0.00025543,3.73573e-005
1.72777e-005,2.33483e-006,0,0.00193837,0.000238619,2.84849e-005
1.77447e-005,2.33483e-006,0,0.00193931,0.000238619,2.84849e-005
1.63438e-005,2.33483e-006,0,0.00195192,0.000246091,2.94188e-005
1.72777e-005,2.33483e-006,4.66966e-007,0.00189028,0.000247959,2.94188e-005
1.72777e-005,2.33483e-006,0,0.00209341,0.000263369,3.12867e-005
1.58768e-005,2.80179e-006,0,0.00188514,0.000248426,2.84849e-005
1.72777e-005,2.33483e-006,0,0.00190008,0.000239086,2.80179e-005
1.68108e-005,2.33483e-006,0,0.00183424,0.000238152,2.84849e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.00181883,0.000238152,2.84849e-005
1.68108e-005,2.33483e-006,0,0.00197386,0.000239086,2.84849e-005
1.77447e-005,2.80179e-006,0,0.00191503,0.000239086,2.84849e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.0019211,0.000247959,2.94188e-005
1.63438e-005,1.86786e-006,0,0.00201075,0.00026477,3.08197e-005
1.63438e-005,2.33483e-006,0,0.00190102,0.000245624,2.94188e-005
1.68108e-005,2.33483e-006,0,0.0018716,0.000245624,2.89519e-005
1.82117e-005,2.80179e-006,0,0.00201216,0.000238152,2.84849e-005
1.72777e-005,2.33483e-006,0,0.00199815,0.000263369,3.12867e-005
2.52161e-005,2.80179e-006,4.66966e-007,0.00198414,0.000264303,3.17537e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00189822,0.000250294,2.80179e-005
1.82117e-005,2.33483e-006,0,0.00200422,0.000265237,3.08197e-005
1.63438e-005,2.33483e-006,0,0.00188421,0.000245157,2.89519e-005
1.77447e-005,2.33483e-006,0,0.00195425,0.000254029,2.94188e-005
1.77447e-005,2.33483e-006,4.66966e-007,0.0018772,0.000247025,2.89519e-005
1.72777e-005,2.33483e-006,0,0.00198974,0.000263369,3.08197e-005
1.82117e-005,2.33483e-006,0,0.00188654,0.000238619,2.7551e-005
1.77447e-005,2.33483e-006,0,0.00198741,0.000245157,2.94188e-005
1.63438e-005,2.33483e-006,4.66966e-007,0.00193511,0.000247025,2.84849e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00199114,0.000255897,2.89519e-005
1.54099e-005,2.33483e-006,4.66966e-007,0.0019239,0.000268038,3.03528e-005
1.82117e-005,2.33483e-006,0,0.00197106,0.000247025,2.89519e-005
1.72777e-005,2.80179e-006,0,0.0019337,0.000248426,2.89519e-005
1.58768e-005,2.33483e-006,0,0.00188748,0.000245157,2.89519e-005
1.63438e-005,2.33483e-006,0,0.00186599,0.000239086,2.7551e-005
1.58768e-005,1.86786e-006,0,0.00187393,0.00024469,2.84849e-005
1.68108e-005,2.33483e-006,4.66966e-007,0.00189121,0.000245157,2.89519e-005
1.77447e-005,2.33483e-006,0,0.00185806,0.000238152,2.7551e-005
1.77447e-005,2.33483e-006,0,0.00183658,0.000239086,2.80179e-005
1.77447e-005,2.80179e-006,4.66966e-007,0.00199721,0.000257765,2.94188e-005
